BJP,INC,AGP,AIUDF,BPF,UPPL,OTHER,NDA,OPPOSITION
52,44,11,12,0,8,0,71,56
48,56,9,9,0,5,0,62,65
51,41,13,13,0,9,0,73,54
48,51,15,6,0,7,0,70,57
50,54,8,10,0,5,0,63,64
49,51,12,12,0,3,0,64,63
56,44,9,10,0,8,0,73,54
51,52,10,5,0,9,0,70,57
57,47,7,10,0,6,0,70,57
58,41,11,11,0,6,0,75,52
50,47,12,11,0,7,0,69,58
59,45,7,9,0,7,0,73,54
61,37,10,11,0,8,0,79,48
56,43,8,14,0,6,0,70,57
57,41,11,10,0,8,0,76,51
54,43,9,13,0,8,0,71,56
57,37,9,15,0,9,0,75,52
56,46,6,11,0,8,0,70,57
53,46,9,12,0,7,0,69,58
54,46,7,11,0,9,0,70,57
50,44,14,12,0,7,0,71,56
46,52,15,8,0,6,0,67,60
55,44,7,12,0,9,0,71,56
52,44,10,12,0,9,0,71,56
47,55,8,9,0,8,0,63,64
52,43,13,12,0,7,0,72,55
48,47,15,9,0,8,0,71,56
59,38,12,10,0,8,0,79,48
46,55,10,9,0,7,0,63,64
65,35,10,10,0,7,0,82,45
56,44,13,9,0,5,0,74,53
46,53,10,11,0,7,0,63,64
58,42,10,9,0,8,0,76,51
54,52,9,8,0,4,0,67,60
52,46,11,12,0,6,0,69,58
51,46,10,9,0,11,0,72,55
57,47,7,9,0,7,0,71,56
55,45,6,13,0,8,0,69,58
54,46,8,12,0,7,0,69,58
60,41,8,11,0,7,0,75,52
53,45,11,11,0,7,0,71,56
49,51,11,11,0,5,0,65,62
58,36,11,13,0,9,0,78,49
53,49,10,6,0,9,0,72,55
43,55,11,11,0,7,0,61,66
56,44,10,12,0,5,0,71,56
60,46,6,10,0,5,0,71,56
54,48,6,12,0,7,0,67,60
49,49,11,10,0,8,0,68,59
55,44,8,14,0,6,0,69,58
59,39,8,15,0,6,0,73,54
59,45,6,11,0,6,0,71,56
57,46,10,7,0,7,0,74,53
53,50,9,7,0,8,0,70,57
51,42,14,12,0,8,0,73,54
57,48,7,10,0,5,0,69,58
50,52,9,8,0,8,0,67,60
58,45,7,12,0,5,0,70,57
55,48,5,9,0,10,0,70,57
46,52,12,8,0,9,0,67,60
53,43,9,14,0,8,0,70,57
60,43,7,12,0,5,0,72,55
50,52,10,8,0,7,0,67,60
56,47,8,11,0,5,0,69,58
53,53,9,6,0,6,0,68,59
47,49,12,12,0,7,0,66,61
45,51,11,10,0,10,0,66,61
56,47,3,12,0,9,0,68,59
53,50,10,10,0,4,0,67,60
51,43,14,11,0,8,0,73,54
42,48,13,14,0,10,0,65,62
54,41,14,11,0,7,0,75,52
59,41,9,12,0,6,0,74,53
58,41,10,10,0,8,0,76,51
60,41,14,5,0,7,0,81,46
48,57,7,9,0,6,0,61,66
47,52,13,8,0,7,0,67,60
53,47,7,14,0,6,0,66,61
51,53,4,12,0,7,0,62,65
52,45,11,12,0,7,0,70,57
48,48,12,13,0,6,0,66,61
47,49,11,15,0,5,0,63,64
69,25,13,12,0,8,0,90,37
54,51,8,9,0,5,0,67,60
49,50,9,12,0,7,0,65,62
61,46,8,6,0,6,0,75,52
57,43,11,9,0,7,0,75,52
55,37,16,11,0,8,0,79,48
57,41,11,12,0,6,0,74,53
51,54,7,11,0,4,0,62,65
57,39,12,11,0,8,0,77,50
59,38,10,15,0,5,0,74,53
64,38,11,11,0,3,0,78,49
51,43,10,13,0,10,0,71,56
59,47,4,11,0,6,0,69,58
60,39,11,11,0,6,0,77,50
54,51,10,7,0,5,0,69,58
54,50,5,12,0,6,0,65,62
55,44,10,10,0,8,0,73,54
49,49,10,10,0,9,0,68,59
51,48,9,9,0,10,0,70,57
58,43,9,10,0,7,0,74,53
51,51,8,10,0,7,0,66,61
50,52,11,8,0,6,0,67,60
59,40,11,11,0,6,0,76,51
48,51,12,9,0,7,0,67,60
54,43,12,10,0,8,0,74,53
48,52,11,10,0,6,0,65,62
40,66,10,6,0,5,0,55,72
51,43,14,10,0,9,0,74,53
56,40,11,10,0,10,0,77,50
64,40,9,6,0,8,0,81,46
51,45,13,8,0,10,0,74,53
52,50,9,13,0,3,0,64,63
50,47,8,14,0,8,0,66,61
51,53,11,6,0,6,0,68,59
50,46,10,13,0,8,0,68,59
51,50,9,7,0,10,0,70,57
53,50,10,8,0,6,0,69,58
55,43,12,10,0,7,0,74,53
49,47,13,10,0,8,0,70,57
58,39,10,11,0,9,0,77,50
49,49,11,11,0,7,0,67,60
50,48,9,12,0,8,0,67,60
59,43,11,5,0,9,0,79,48
45,49,11,15,0,7,0,63,64
59,44,9,10,0,5,0,73,54
58,46,8,9,0,6,0,72,55
54,41,13,12,0,7,0,74,53
53,55,7,8,0,4,0,64,63
54,47,11,10,0,5,0,70,57
57,38,10,15,0,7,0,74,53
61,35,13,11,0,7,0,81,46
54,40,7,16,0,10,0,71,56
53,42,11,11,0,10,0,74,53
47,57,8,8,0,7,0,62,65
50,51,11,9,0,6,0,67,60
56,44,8,12,0,7,0,71,56
52,52,11,8,0,4,0,67,60
51,45,8,14,0,9,0,68,59
56,48,5,12,0,6,0,67,60
45,48,11,14,0,9,0,65,62
44,57,8,11,0,7,0,59,68
49,47,12,11,0,8,0,69,58
64,36,12,6,0,9,0,85,42
50,52,9,11,0,5,0,64,63
52,46,8,12,0,9,0,69,58
62,46,4,8,0,7,0,73,54
48,53,9,12,0,5,0,62,65
55,41,12,13,0,6,0,73,54
52,42,10,14,0,9,0,71,56
51,48,8,13,0,7,0,66,61
55,46,12,6,0,8,0,75,52
48,49,13,13,0,4,0,65,62
60,36,14,12,0,5,0,79,48
61,39,11,9,0,7,0,79,48
55,41,13,10,0,8,0,76,51
41,60,8,11,0,7,0,56,71
55,41,11,9,0,11,0,77,50
46,50,14,9,0,8,0,68,59
50,53,6,8,0,10,0,66,61
51,53,8,7,0,8,0,67,60
58,40,11,13,0,5,0,74,53
52,48,10,11,0,6,0,68,59
54,46,11,11,0,5,0,70,57
59,38,10,12,0,8,0,77,50
55,49,8,7,0,8,0,71,56
54,51,7,9,0,6,0,67,60
39,58,9,10,0,11,0,59,68
67,36,10,8,0,6,0,83,44
50,49,6,14,0,8,0,64,63
37,65,7,14,0,4,0,48,79
53,51,10,8,0,5,0,68,59
51,53,9,6,0,8,0,68,59
58,39,9,13,0,8,0,75,52
51,47,12,10,0,7,0,70,57
45,55,10,14,0,3,0,58,69
51,50,11,8,0,7,0,69,58
53,44,11,10,0,9,0,73,54
46,54,10,8,0,9,0,65,62
52,58,6,8,0,3,0,61,66
48,48,12,10,0,9,0,69,58
51,54,6,9,0,7,0,64,63
50,48,13,7,0,9,0,72,55
55,50,8,7,0,7,0,70,57
49,48,9,12,0,9,0,67,60
50,49,9,15,0,4,0,63,64
42,57,9,12,0,7,0,58,69
56,43,11,11,0,6,0,73,54
54,44,12,10,0,7,0,73,54
54,47,13,6,0,7,0,74,53
54,38,18,9,0,8,0,80,47
50,51,10,9,0,7,0,67,60
52,44,13,10,0,8,0,73,54
48,53,11,11,0,4,0,63,64
55,41,11,11,0,9,0,75,52
56,49,9,10,0,3,0,68,59
48,46,15,9,0,9,0,72,55
49,50,7,12,0,9,0,65,62
66,41,10,7,0,3,0,79,48
56,40,13,13,0,5,0,74,53
60,46,7,8,0,6,0,73,54
50,42,14,15,0,6,0,70,57
56,45,7,12,0,7,0,70,57
55,44,10,12,0,6,0,71,56
58,40,12,10,0,7,0,77,50
56,49,8,8,0,6,0,70,57
46,56,13,8,0,4,0,63,64
49,50,10,10,0,8,0,67,60
47,51,9,14,0,6,0,62,65
55,42,12,11,0,7,0,74,53
45,49,10,15,0,8,0,63,64
59,41,10,9,0,8,0,77,50
53,45,11,9,0,9,0,73,54
56,38,15,12,0,6,0,77,50
55,44,9,11,0,8,0,72,55
58,44,8,11,0,6,0,72,55
48,45,12,12,0,10,0,70,57
42,55,11,12,0,7,0,60,67
51,45,12,11,0,8,0,71,56
60,43,4,12,0,8,0,72,55
53,40,11,14,0,9,0,73,54
56,45,9,10,0,7,0,72,55
54,46,10,10,0,7,0,71,56
53,46,9,9,0,10,0,72,55
51,45,12,10,0,9,0,72,55
46,46,12,15,0,8,0,66,61
52,46,10,9,0,10,0,72,55
54,48,9,11,0,5,0,68,59
52,48,8,12,0,7,0,67,60
61,35,10,16,0,5,0,76,51
44,62,7,8,0,6,0,57,70
50,50,8,12,0,7,0,65,62
63,36,10,10,0,8,0,81,46
48,42,19,13,0,5,0,72,55
54,37,9,18,0,9,0,72,55
50,51,6,14,0,6,0,62,65
52,48,11,9,0,7,0,70,57
48,52,5,15,0,7,0,60,67
51,51,9,10,0,6,0,66,61
66,38,9,8,0,6,0,81,46
53,50,7,9,0,8,0,68,59
52,45,12,11,0,7,0,71,56
51,52,7,9,0,8,0,66,61
45,51,10,11,0,10,0,65,62
54,49,8,11,0,5,0,67,60
59,35,12,12,0,9,0,80,47
56,36,12,15,0,8,0,76,51
51,47,11,11,0,7,0,69,58
54,48,5,11,0,9,0,68,59
62,42,9,9,0,5,0,76,51
50,50,11,9,0,7,0,68,59
56,44,10,8,0,9,0,75,52
50,44,14,12,0,7,0,71,56
59,42,9,12,0,5,0,73,54
45,61,9,6,0,6,0,60,67
53,41,13,9,0,11,0,77,50
56,46,8,10,0,7,0,71,56
59,37,12,11,0,8,0,79,48
54,47,9,9,0,8,0,71,56
53,47,10,10,0,7,0,70,57
61,41,12,7,0,6,0,79,48
46,50,14,13,0,4,0,64,63
53,46,10,11,0,7,0,70,57
53,50,6,9,0,9,0,68,59
49,50,11,9,0,8,0,68,59
52,47,10,13,0,5,0,67,60
57,37,15,13,0,5,0,77,50
50,54,8,8,0,7,0,65,62
48,48,13,11,0,7,0,68,59
54,44,8,14,0,7,0,69,58
54,47,11,8,0,7,0,72,55
44,56,10,13,0,4,0,58,69
58,44,11,8,0,6,0,75,52
49,59,7,7,0,5,0,61,66
50,48,10,10,0,9,0,69,58
57,39,13,10,0,8,0,78,49
47,54,9,9,0,8,0,64,63
44,58,14,7,0,4,0,62,65
66,35,12,7,0,7,0,85,42
65,36,9,11,0,6,0,80,47
48,51,7,11,0,10,0,65,62
60,39,10,10,0,8,0,78,49
49,57,5,8,0,8,0,62,65
52,43,14,12,0,6,0,72,55
58,45,8,11,0,5,0,71,56
56,39,11,12,0,9,0,76,51
50,47,8,15,0,7,0,65,62
59,49,5,10,0,4,0,68,59
46,60,4,11,0,6,0,56,71
52,46,11,10,0,8,0,71,56
53,45,12,9,0,8,0,73,54
58,50,4,9,0,6,0,68,59
51,50,6,14,0,6,0,63,64
56,40,11,13,0,7,0,74,53
50,54,11,4,0,8,0,69,58
45,50,10,14,0,8,0,63,64
49,44,10,14,0,10,0,69,58
54,49,8,8,0,8,0,70,57
48,46,14,12,0,7,0,69,58
56,46,11,10,0,4,0,71,56
43,61,7,8,0,8,0,58,69
58,41,9,12,0,7,0,74,53
50,54,8,10,0,5,0,63,64
59,45,7,9,0,7,0,73,54
58,42,10,11,0,6,0,74,53
58,40,13,9,0,7,0,78,49
52,48,12,7,0,8,0,72,55
52,50,10,9,0,6,0,68,59
59,38,8,15,0,7,0,74,53
41,58,10,12,0,6,0,57,70
62,42,10,7,0,6,0,78,49
54,44,9,11,0,9,0,72,55
55,45,7,11,0,9,0,71,56
44,48,14,12,0,9,0,67,60
58,48,9,7,0,5,0,72,55
56,48,6,11,0,6,0,68,59
59,44,9,8,0,7,0,75,52
49,51,9,12,0,6,0,64,63
55,41,14,10,0,7,0,76,51
44,53,13,14,0,3,0,60,67
52,51,6,10,0,8,0,66,61
60,36,9,14,0,8,0,77,50
52,47,12,11,0,5,0,69,58
51,49,11,9,0,7,0,69,58
53,50,10,7,0,7,0,70,57
52,47,15,6,0,7,0,74,53
59,40,11,10,0,7,0,77,50
55,47,9,8,0,8,0,72,55
52,46,11,14,0,4,0,67,60
56,42,12,10,0,7,0,75,52
55,42,9,14,0,7,0,71,56
47,49,12,14,0,5,0,64,63
56,41,10,12,0,8,0,74,53
44,49,11,14,0,9,0,64,63
49,46,11,10,0,11,0,71,56
44,54,11,10,0,8,0,63,64
58,48,8,5,0,8,0,74,53
48,46,10,15,0,8,0,66,61
52,51,9,9,0,6,0,67,60
52,47,10,8,0,10,0,72,55
50,51,6,14,0,6,0,62,65
46,52,11,11,0,7,0,64,63
50,46,13,11,0,7,0,70,57
53,45,9,11,0,9,0,71,56
49,45,11,14,0,8,0,68,59
57,44,8,12,0,6,0,71,56
54,46,9,9,0,9,0,72,55
37,61,10,14,0,5,0,52,75
55,44,10,10,0,8,0,73,54
55,48,10,9,0,5,0,70,57
60,40,10,10,0,7,0,77,50
44,53,7,16,0,7,0,58,69
54,39,12,12,0,10,0,76,51
45,57,10,10,0,5,0,60,67
56,40,9,13,0,9,0,74,53
64,38,7,14,0,4,0,75,52
59,45,7,9,0,7,0,73,54
62,42,9,9,0,5,0,76,51
49,52,8,9,0,9,0,66,61
53,43,10,16,0,5,0,68,59
53,46,10,10,0,8,0,71,56
52,44,10,12,0,9,0,71,56
50,51,6,14,0,6,0,62,65
46,47,15,14,0,5,0,66,61
57,45,11,10,0,4,0,72,55
46,54,11,8,0,8,0,65,62
52,46,9,12,0,8,0,69,58
55,43,11,10,0,8,0,74,53
53,40,13,12,0,9,0,75,52
51,49,11,10,0,6,0,68,59
49,57,8,6,0,7,0,64,63
55,44,11,9,0,8,0,74,53
47,52,10,9,0,9,0,66,61
48,59,5,10,0,5,0,58,69
53,49,10,10,0,5,0,68,59
50,50,8,11,0,8,0,66,61
59,37,14,11,0,6,0,79,48
54,44,11,10,0,8,0,73,54
59,35,13,12,0,8,0,80,47
65,35,10,8,0,9,0,84,43
53,47,11,10,0,6,0,70,57
48,54,7,10,0,8,0,63,64
52,51,11,7,0,6,0,69,58
50,51,8,11,0,7,0,65,62
50,50,6,11,0,10,0,66,61
53,44,11,10,0,9,0,73,54
54,34,11,17,0,11,0,76,51
50,53,8,9,0,7,0,65,62
52,50,9,11,0,5,0,66,61
49,47,12,12,0,7,0,68,59
41,60,10,8,0,8,0,59,68
55,46,8,15,0,3,0,66,61
53,46,8,13,0,7,0,68,59
49,47,14,8,0,9,0,72,55
48,53,8,12,0,6,0,62,65
49,54,13,8,0,3,0,65,62
59,39,9,11,0,9,0,77,50
51,51,7,9,0,9,0,67,60
40,56,12,12,0,7,0,59,68
44,53,13,11,0,6,0,63,64
52,45,9,12,0,9,0,70,57
52,47,10,10,0,8,0,70,57
45,55,10,12,0,5,0,60,67
50,54,6,10,0,7,0,63,64
49,47,14,11,0,6,0,69,58
50,41,13,16,0,7,0,70,57
47,54,9,12,0,5,0,61,66
54,45,10,12,0,6,0,70,57
46,53,9,9,0,10,0,65,62
55,44,11,8,0,9,0,75,52
54,44,11,12,0,6,0,71,56
51,52,8,8,0,8,0,67,60
56,41,10,13,0,7,0,73,54
47,54,9,10,0,7,0,63,64
52,48,12,7,0,8,0,72,55
48,50,10,12,0,7,0,65,62
53,51,10,7,0,6,0,69,58
50,48,7,16,0,6,0,63,64
50,45,12,11,0,9,0,71,56
61,44,11,7,0,4,0,76,51
49,46,12,11,0,9,0,70,57
59,37,11,11,0,9,0,79,48
58,41,13,10,0,5,0,76,51
55,50,9,9,0,4,0,68,59
55,50,6,7,0,9,0,70,57
37,64,9,10,0,7,0,53,74
49,44,11,14,0,9,0,69,58
53,52,9,9,0,4,0,66,61
46,51,11,11,0,8,0,65,62
52,45,14,9,0,7,0,73,54
52,44,8,12,0,11,0,71,56
57,38,14,12,0,6,0,77,50
59,43,10,8,0,7,0,76,51
38,63,7,9,0,10,0,55,72
32,62,7,16,0,10,0,49,78
58,43,11,9,0,6,0,75,52
60,40,10,12,0,5,0,75,52
49,43,14,15,0,6,0,69,58
48,46,10,14,0,9,0,67,60
51,45,11,11,0,9,0,71,56
51,48,12,8,0,8,0,71,56
44,55,9,13,0,6,0,59,68
46,59,7,11,0,4,0,57,70
53,46,10,11,0,7,0,70,57
56,43,8,11,0,9,0,73,54
48,54,10,7,0,8,0,66,61
65,35,10,14,0,3,0,78,49
48,53,6,14,0,6,0,60,67
54,44,12,11,0,6,0,72,55
48,51,5,15,0,8,0,61,66
52,44,13,10,0,8,0,73,54
56,50,6,10,0,5,0,67,60
47,55,6,12,0,7,0,60,67
63,45,5,10,0,4,0,72,55
56,44,7,13,0,7,0,70,57
46,50,11,12,0,8,0,65,62
51,38,14,15,0,9,0,74,53
61,43,9,8,0,6,0,76,51
46,56,8,9,0,8,0,62,65
47,46,14,13,0,7,0,68,59
46,55,9,11,0,6,0,61,66
59,42,10,7,0,9,0,78,49
50,49,7,14,0,7,0,64,63
55,35,16,11,0,10,0,81,46
50,50,8,12,0,7,0,65,62
55,42,12,13,0,5,0,72,55
66,37,6,11,0,7,0,79,48
54,45,7,14,0,7,0,68,59
50,47,9,12,0,9,0,68,59
55,46,7,10,0,9,0,71,56
54,46,11,8,0,8,0,73,54
55,45,10,12,0,5,0,70,57
55,47,10,10,0,5,0,70,57
58,37,11,11,0,10,0,79,48
61,33,14,12,0,7,0,82,45
44,48,13,12,0,10,0,67,60
52,50,11,9,0,5,0,68,59
44,59,8,12,0,4,0,56,71
53,45,12,10,0,7,0,72,55
48,56,8,9,0,6,0,62,65
45,50,11,12,0,9,0,65,62
60,37,12,10,0,8,0,80,47
55,48,7,10,0,7,0,69,58
54,42,11,10,0,10,0,75,52
40,61,8,10,0,8,0,56,71
50,46,8,16,0,7,0,65,62
57,43,6,12,0,9,0,72,55
60,38,14,7,0,8,0,82,45
55,44,10,11,0,7,0,72,55
51,48,6,13,0,9,0,66,61
48,46,13,14,0,6,0,67,60
57,42,10,13,0,5,0,72,55
53,43,11,10,0,10,0,74,53
49,54,9,7,0,8,0,66,61
53,52,10,6,0,6,0,69,58
55,40,11,12,0,9,0,75,52
46,57,9,11,0,4,0,59,68
54,51,5,9,0,8,0,67,60
51,43,13,12,0,8,0,72,55
51,50,7,10,0,9,0,67,60
61,34,13,12,0,7,0,81,46
60,43,6,10,0,8,0,74,53
56,40,15,10,0,6,0,77,50
55,39,12,16,0,5,0,72,55
53,48,13,8,0,5,0,71,56
61,39,7,14,0,6,0,74,53
50,53,9,7,0,8,0,67,60
50,45,10,15,0,7,0,67,60
60,39,9,8,0,11,0,80,47
49,52,8,11,0,7,0,64,63
46,48,11,14,0,8,0,65,62
62,48,2,12,0,3,0,67,60
55,44,10,12,0,6,0,71,56
53,38,17,11,0,8,0,78,49
65,38,8,9,0,7,0,80,47
50,49,11,9,0,8,0,69,58
57,37,12,13,0,8,0,77,50
59,36,12,13,0,7,0,78,49
54,40,16,10,0,7,0,77,50
46,43,14,17,0,7,0,67,60
53,46,12,9,0,7,0,72,55
58,42,8,13,0,6,0,72,55
54,52,9,5,0,7,0,70,57
52,45,11,13,0,6,0,69,58
55,43,12,9,0,8,0,75,52
61,46,8,7,0,5,0,74,53
46,49,15,9,0,8,0,69,58
54,44,10,12,0,7,0,71,56
60,39,11,8,0,9,0,80,47
53,50,7,10,0,7,0,67,60
62,33,11,13,0,8,0,81,46
53,50,12,8,0,4,0,69,58
51,52,9,8,0,7,0,67,60
47,45,13,13,0,9,0,69,58
53,48,11,13,0,2,0,66,61
49,53,7,11,0,7,0,63,64
57,47,7,9,0,7,0,71,56
48,64,4,7,0,4,0,56,71
49,48,14,10,0,6,0,69,58
50,44,14,9,0,10,0,74,53
46,51,12,11,0,7,0,65,62
59,45,9,8,0,6,0,74,53
51,46,10,15,0,5,0,66,61
54,47,14,5,0,7,0,75,52
49,46,12,11,0,9,0,70,57
57,45,12,7,0,6,0,75,52
50,51,11,10,0,5,0,66,61
52,44,12,12,0,7,0,71,56
58,42,8,10,0,9,0,75,52
57,38,14,11,0,7,0,78,49
49,57,6,9,0,6,0,61,66
57,44,7,9,0,10,0,74,53
61,40,11,8,0,7,0,79,48
53,43,12,12,0,7,0,72,55
48,50,12,11,0,6,0,66,61
59,43,9,10,0,6,0,74,53
55,40,12,10,0,10,0,77,50
53,47,6,13,0,8,0,67,60
51,54,11,6,0,5,0,67,60
45,53,9,10,0,10,0,64,63
61,39,11,11,0,5,0,77,50
50,48,9,13,0,7,0,66,61
57,46,9,9,0,6,0,72,55
63,36,8,12,0,8,0,79,48
56,43,11,11,0,6,0,73,54
50,48,12,12,0,5,0,67,60
47,51,10,10,0,9,0,66,61
53,41,11,13,0,9,0,73,54
60,38,9,14,0,6,0,75,52
58,42,10,12,0,5,0,73,54
58,40,9,12,0,8,0,75,52
60,40,13,11,0,3,0,76,51
48,55,5,12,0,7,0,60,67
50,55,8,9,0,5,0,63,64
51,46,8,14,0,8,0,67,60
57,39,13,12,0,6,0,76,51
56,44,7,14,0,6,0,69,58
52,49,8,9,0,9,0,69,58
65,38,11,7,0,6,0,82,45
48,49,11,13,0,6,0,65,62
45,54,8,10,0,10,0,63,64
56,47,4,12,0,8,0,68,59
52,48,10,11,0,6,0,68,59
56,49,7,11,0,4,0,67,60
45,53,12,8,0,9,0,66,61
56,44,6,13,0,8,0,70,57
50,49,11,11,0,6,0,67,60
51,45,8,15,0,8,0,67,60
47,59,4,11,0,6,0,57,70
60,34,15,10,0,8,0,83,44
53,47,12,8,0,7,0,72,55
60,41,11,7,0,8,0,79,48
54,41,15,9,0,8,0,77,50
61,44,5,11,0,6,0,72,55
43,55,9,13,0,7,0,59,68
64,41,8,13,0,1,0,73,54
53,41,8,15,0,10,0,71,56
52,45,13,12,0,5,0,70,57
61,43,7,9,0,7,0,75,52
50,44,14,11,0,8,0,72,55
57,48,8,9,0,5,0,70,57
55,43,13,9,0,7,0,75,52
57,46,8,9,0,7,0,72,55
51,50,10,9,0,7,0,68,59
47,58,5,12,0,5,0,57,70
50,50,14,10,0,3,0,67,60
55,44,13,9,0,6,0,74,53
58,39,10,14,0,6,0,74,53
54,47,8,10,0,8,0,70,57
47,57,8,7,0,8,0,63,64
51,48,9,11,0,8,0,68,59
57,50,6,9,0,5,0,68,59
53,46,11,11,0,6,0,70,57
47,52,6,11,0,11,0,64,63
51,51,10,9,0,6,0,67,60
59,48,8,8,0,4,0,71,56
45,49,10,15,0,8,0,63,64
58,36,16,9,0,8,0,82,45
50,49,10,10,0,8,0,68,59
50,45,10,15,0,7,0,67,60
52,43,13,12,0,7,0,72,55
60,46,5,9,0,7,0,72,55
56,39,12,10,0,10,0,78,49
61,43,9,8,0,6,0,76,51
57,41,8,13,0,8,0,73,54
54,48,10,9,0,6,0,70,57
58,46,7,9,0,7,0,72,55
57,46,11,9,0,4,0,72,55
47,55,8,13,0,4,0,59,68
59,49,6,8,0,5,0,70,57
46,51,12,11,0,7,0,65,62
57,40,12,10,0,8,0,77,50
50,49,12,9,0,7,0,69,58
53,51,9,9,0,5,0,67,60
58,43,9,12,0,5,0,72,55
55,42,14,9,0,7,0,76,51
54,44,9,10,0,10,0,73,54
46,53,11,9,0,8,0,65,62
43,51,11,13,0,9,0,63,64
50,48,5,16,0,8,0,63,64
52,51,9,8,0,7,0,68,59
47,60,6,9,0,5,0,58,69
57,48,9,7,0,6,0,72,55
53,52,10,8,0,4,0,67,60
50,48,8,14,0,7,0,65,62
54,43,14,7,0,9,0,77,50
54,48,8,10,0,7,0,69,58
46,47,12,15,0,7,0,65,62
56,40,12,12,0,7,0,75,52
54,47,8,10,0,8,0,70,57
61,43,6,11,0,6,0,73,54
48,49,12,12,0,6,0,66,61
51,41,11,17,0,7,0,69,58
56,40,13,11,0,7,0,76,51
54,42,12,10,0,9,0,75,52
43,59,9,9,0,7,0,59,68
64,43,8,8,0,4,0,76,51
71,29,12,9,0,6,0,89,38
55,47,9,10,0,6,0,70,57
47,58,8,8,0,6,0,61,66
48,59,6,6,0,8,0,62,65
51,46,10,12,0,8,0,69,58
46,52,11,12,0,6,0,63,64
61,40,7,10,0,9,0,77,50
62,43,9,9,0,4,0,75,52
54,46,4,14,0,9,0,67,60
59,42,10,9,0,7,0,76,51
58,45,12,8,0,4,0,74,53
52,51,7,10,0,7,0,66,61
59,39,9,14,0,6,0,74,53
52,48,8,11,0,8,0,68,59
49,49,9,13,0,7,0,65,62
47,53,7,13,0,7,0,61,66
54,49,9,8,0,7,0,70,57
56,41,12,13,0,5,0,73,54
54,49,7,12,0,5,0,66,61
49,47,12,10,0,9,0,70,57
62,37,11,9,0,8,0,81,46
60,33,16,10,0,8,0,84,43
55,46,8,9,0,9,0,72,55
51,40,16,11,0,9,0,76,51
54,44,9,11,0,9,0,72,55
47,52,10,10,0,8,0,65,62
49,51,9,13,0,5,0,63,64
52,47,12,9,0,7,0,71,56
57,36,13,14,0,7,0,77,50
49,46,12,11,0,9,0,70,57
48,48,10,12,0,9,0,67,60
47,47,10,16,0,7,0,64,63
53,48,8,12,0,6,0,67,60
52,49,12,12,0,2,0,66,61
58,48,6,10,0,5,0,69,58
57,42,8,10,0,10,0,75,52
51,55,8,9,0,4,0,63,64
52,50,8,12,0,5,0,65,62
62,45,5,10,0,5,0,72,55
48,50,9,11,0,9,0,66,61
46,54,8,11,0,8,0,62,65
53,45,12,9,0,8,0,73,54
53,50,10,7,0,7,0,70,57
48,43,14,15,0,7,0,69,58
61,41,8,8,0,9,0,78,49
48,41,14,14,0,10,0,72,55
46,58,8,7,0,8,0,62,65
49,52,6,15,0,5,0,60,67
49,52,7,9,0,10,0,66,61
53,40,12,15,0,7,0,72,55
51,51,8,10,0,7,0,66,61
68,41,7,6,0,5,0,80,47
59,43,8,12,0,5,0,72,55
64,40,11,7,0,5,0,80,47
56,41,11,13,0,6,0,73,54
52,51,7,11,0,6,0,65,62
56,44,11,11,0,5,0,72,55
53,43,9,17,0,5,0,67,60
48,51,8,13,0,7,0,63,64
57,39,13,10,0,8,0,78,49
56,44,12,11,0,4,0,72,55
55,46,8,11,0,7,0,70,57
55,41,13,11,0,7,0,75,52
48,54,9,11,0,5,0,62,65
60,38,12,11,0,6,0,78,49
54,40,14,12,0,7,0,75,52
58,40,11,11,0,7,0,76,51
50,45,14,11,0,7,0,71,56
48,52,11,8,0,8,0,67,60
50,47,13,10,0,7,0,70,57
56,39,13,12,0,7,0,76,51
49,54,9,10,0,5,0,63,64
48,54,8,10,0,7,0,63,64
51,50,9,12,0,5,0,65,62
53,43,8,12,0,11,0,72,55
48,53,8,11,0,7,0,63,64
46,46,14,11,0,10,0,70,57
38,62,9,10,0,8,0,55,72
47,51,9,11,0,9,0,65,62
50,44,13,14,0,6,0,69,58
60,38,9,11,0,9,0,78,49
58,42,10,11,0,6,0,74,53
48,49,13,12,0,5,0,66,61
62,40,11,6,0,8,0,81,46
48,50,9,11,0,9,0,66,61
55,46,13,8,0,5,0,73,54
54,47,7,13,0,6,0,67,60
64,38,10,9,0,6,0,80,47
46,48,12,15,0,6,0,64,63
54,51,5,11,0,6,0,65,62
47,51,9,16,0,4,0,60,67
50,48,12,11,0,6,0,68,59
46,52,12,8,0,9,0,67,60
55,43,9,11,0,9,0,73,54
52,46,10,10,0,9,0,71,56
56,47,5,13,0,6,0,67,60
47,53,6,16,0,5,0,58,69
42,62,11,6,0,6,0,59,68
56,47,7,10,0,7,0,70,57
58,41,9,12,0,7,0,74,53
53,52,5,10,0,7,0,65,62
57,40,12,13,0,5,0,74,53
45,57,10,8,0,7,0,62,65
59,45,8,11,0,4,0,71,56
46,52,11,10,0,8,0,65,62
59,39,10,13,0,6,0,75,52
54,46,10,9,0,8,0,72,55
52,45,9,11,0,10,0,71,56
62,37,10,10,0,8,0,80,47
55,47,11,6,0,8,0,74,53
57,42,6,13,0,9,0,72,55
51,49,11,9,0,7,0,69,58
56,38,15,13,0,5,0,76,51
57,42,11,10,0,7,0,75,52
56,41,13,12,0,5,0,74,53
56,40,10,14,0,7,0,73,54
50,47,10,10,0,10,0,70,57
